Country,Region/Zone,lon,lat,Type of Disease,Target Disease,,Year(s),Doi,
Algeria,Algeria 1.2.1,1.031807748,36.4958053,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.963138987,36.44748775,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.808634276,36.36458762,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.791467086,36.35767528,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.782883491,36.34384877,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.654129565,36.28851816,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.516792044,36.21237448,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.242117003,36.05986466,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.139113862,35.99044409,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.104779482,35.92096237,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.053277911,35.82358533,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,0.001776341,35.78181569,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,-0.08405961,35.7678876,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,-0.255731511,35.7678876,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,-0.461737792,35.71215084,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,-0.667744074,35.60056032,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,-0.873750355,35.48881398,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1.2.1,-0.925251925,35.60753929,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,8.465201068,35.60056032,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,8.396532307,36.65435076,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,9.632569996,37.36717704,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,10.04458256,36.98417818,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,10.6626014,36.76445114,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,11.0059452,36.92930569,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,10.93727644,36.48890464,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,10.59393264,35.99044409,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,10.59393264,35.82358533,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,11.07461397,35.54470662,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,10.79993892,35.48881398,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,9.975913798,35.54470662,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,9.151888672,35.54470662,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,8.80854487,35.32090278,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,8.465201068,35.20876782,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,8.465201068,35.32090278,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,8.327863547,35.9348636,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,8.259194786,36.26775906,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Tunisia,Tunisia 1.2.1,8.465201068,35.60056032,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,21.30625927,32.47153967,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.96291547,32.587331,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.87707952,32.54392674,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.5680701,32.41358807,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.36206382,32.31208318,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.17322473,32.16687873,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.08738878,32.00688612,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,19.98438564,31.87577498,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.00155283,31.67145309,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.00155283,31.67145309,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.01872002,31.64222744,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.17322473,31.58374857,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.3963982,31.62761117,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.46506696,31.70066955,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.77407638,31.84661378,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.96291547,31.99232746,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,21.11742018,32.16687873,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,21.18608894,32.29757318,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,21.23759051,32.37009993,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,21.30625927,32.44256852,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,21.34059365,32.52945399,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,21.34059365,32.587331,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,21.15175456,32.57286524,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,20.99724985,32.57286524,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Libya,Libya 1.2.1,21.30625927,32.47153967,Leishmania infantum,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.747678809,30.34626694,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.347111039,30.34626694,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-7.98087765,30.86832832,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-7.822081142,31.14666762,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-7.541683703,31.3399209,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-6.633253226,31.33747713,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-6.625027281,31.22285417,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-6.455143629,31.22346586,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-6.376103024,31.1691628,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-6.017022631,31.16426634,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.812268124,31.1580689,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.331586801,31.55876203,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.222861263,31.56363797,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.251473247,31.71466585,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.1599149,31.74873495,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.119858123,32.01598411,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.083467256,32.02523281,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.02409739,32.14280685,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.024320921,32.16158044,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.032144511,32.41147455,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.135147651,32.45011399,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.13800885,32.56291868,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.135862951,32.69605068,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.027137414,32.71531129,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-4.969913446,32.77306815,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-4.692377206,32.82387524,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-4.412695067,32.98242256,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-3.467784311,33.52674777,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.975658195,34.58395943,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.821153484,34.82388407,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.718150343,34.86615144,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.452058896,34.87319389,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.267511602,34.7921693,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.070088916,34.6793069,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-1.992836561,34.5521526,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.001420156,34.04870488,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.104423296,33.62091084,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.301845983,33.20534759,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.447767099,32.84551204,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.65377338,32.35378648,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-2.765360116,32.10691433,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-3.846893093,31.68971446,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-3.857622587,31.32197298,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-4.117276337,31.12929524,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-4.331866214,30.96567082,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-4.698814903,30.72800898,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-5.162329036,30.52119041,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-6.278196393,29.90553644,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-7.282477015,29.59627076,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-7.497066891,29.44688706,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-7.788909123,29.37959251,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.116158685,29.11278191,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.369374739,29.0058632,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.659071072,28.9927252,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.852201961,29.10153253,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.961642798,29.12403006,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-9.034603356,29.28137483,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-9.090396724,29.83389419,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.961642798,29.92692608,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.957351001,30.18788015,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.747052922,30.34541815,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Morocco,Morroco,-8.747678809,30.34626694,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.146257146,30.78886222,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-2.622657848,30.95831031,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-2.047556979,31.14215264,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-1.669878797,31.05395264,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-1.584042846,30.83309495,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-1.601210036,30.72247496,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-1.755714747,30.56739357,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-1.927386648,30.39725763,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-2.13339293,30.33801027,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-2.23639607,30.30837314,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-2.468153137,30.08580925,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-2.588323468,29.89995577,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-2.768578964,29.80317462,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-2.905916485,29.71375499,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.154840742,29.53467671,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.412348593,29.57201092,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.549686114,29.63917772,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.64410566,29.7435704,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.66127285,30.17489517,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.506768139,30.33801027,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.300761858,30.65604196,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.146257146,30.79623575,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 1,-3.146257146,30.78886222,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.334301243,28.12857228,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.471638764,28.20424356,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.711979426,28.15884721,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.866484137,27.99222931,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.986654468,27.84053462,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,9.055323228,27.67342517,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,9.038156038,27.47560222,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.917985707,27.29268056,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.866484137,27.14001522,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.866484137,27.00243787,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.797815376,26.81873933,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.729146616,26.71144403,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.711979426,26.63474255,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.677645045,26.55798954,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.557474715,26.45044896,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.488805954,26.32742237,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.368635623,26.15804724,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.162629342,25.88035722,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.162629342,25.72580187,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.076793391,25.57104538,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.90512149,25.44709596,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.85361992,25.27645703,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.784951159,25.05893282,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.716282399,24.91889142,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.578944878,24.80986023,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.493108927,24.70073303,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.338604216,24.62272644,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.201266696,24.60711927,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,6.995260414,24.59151016,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,6.926591654,24.91889142,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.081096365,25.50908666,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.149765125,25.71033526,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.252768266,25.97299353,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.407272977,26.14263727,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.630446448,26.45044896,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.80211835,26.74211017,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.87078711,26.92593315,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,7.973790251,27.17056502,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.076793391,27.33843932,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.128294962,27.52128531,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.179796532,27.65822069,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.196963722,27.77979723,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.299966863,28.02254269,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.368635623,28.18911358,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 2,8.334301243,28.12857228,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,-0.712807948,35.02797508,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,-0.575470427,34.3787688,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,-0.335129765,33.81011717,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,0.042548417,33.23766066,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,0.248554699,32.71922309,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,0.523229741,32.37191235,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,0.763570402,32.08146298,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,1.003911064,31.81926678,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,1.690598669,31.67327939,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,2.239948752,31.73170196,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,3.063973878,31.79008772,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,3.544655201,31.9358908,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,3.853664623,32.02326186,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,3.681992722,32.28487503,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,3.819330243,32.40090619,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,3.819330243,32.95001552,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,3.887999003,33.18020696,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.094005285,33.15146597,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.094005285,32.97882236,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.094005285,32.89237367,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,3.922333383,32.77697742,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.162674045,32.54573567,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.231342806,32.42989072,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.368680326,32.22680369,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.712024129,32.37191235,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.84936165,32.42989072,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,5.158371072,32.51678842,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,5.639052395,32.77697742,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,6.291405619,32.92119929,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,7.012427604,33.00761981,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,7.596112068,33.00761981,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,8.076793391,32.86353867,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,7.630446448,33.40979525,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,7.458774547,33.86715407,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,7.664780829,34.26534435,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,7.90512149,34.5203336,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,8.214130912,34.83093014,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,8.282799673,35.19649364,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,8.282799673,35.252589,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,6.39440876,35.28062214,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,5.536049254,35.28062214,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.84936165,36.00606905,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
Algeria,Algeria 3,4.574686608,35.11227792,Leishmania major,Cutaneous leishmaniasis,polygon data,1980-2013,,
